dolenparm,gn5xew,20,3,Mohaca the Gale,6802252,0,9823,0,0,0,0,1153280,716470,0,0,0,0,412838,4500885,0,8419,0,0,46,489,0,0,0,0
dolenparm,gn5xew,20,4,Jukk the Overseer,7182236,0,67863,0,0,0,0,0,0,4220227,1497844,655970,0,736660,0,0,0,0,0,3670,0,0,0,0,0
Lifted,9q3kg92,24,0,Lojak the Fissure,10467854,2863678,0,1885969,0,0,0,1138049,0,0,1362659,904762,0,0,0,2312736,0,0,0,0,0,0,0,0,0
Lifted,9q3kg92,24,1,Jukk the Overseer,4399092,1356419,0,0,0,0,0,0,0,0,1406597,0,0,1633307,0,0,0,43,0,2725,0,0,0,0,0
Lifted,9q3kg92,24,2,Jukk the Overseer,4368396,2943663,0,0,0,0,0,0,0,0,1424732,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lifted,9q3kg92,24,3,Mohaca the Gale,7864373,2924661,0,1652547,0,0,0,0,0,0,0,0,0,0,0,3287165,0,0,0,0,0,0,0,0,0
Lifted,9q3kg92,24,4,Jukk the Overseer,7946028,2962823,0,0,0,0,0,0,0,0,2830244,0,0,1495559,654942,0,0,65,0,501,1891,0,0,0,0
Gosu,rq2eqgd,20,0,Lojak the Fissure,6529902,1774642,1474199,215480,111317,136158,0,265772,192410,2359921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gosu,rq2eqgd,20,1,Jukk the Overseer,8155862,0,2950884,0,0,0,0,0,0,3790323,1414655,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gosu,rq2eqgd,20,2,Jukk the Overseer,6927288,4356701,246248,214124,265996,205462,254838,0,1022,0,1382894,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gosu,rq2eqgd,20,3,Mohaca the Gale,7206032,4386228,528,162996,281256,216355,259192,1696632,202842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gosu,rq2eqgd,20,4,Jukk the Overseer,5569467,4185680,1383786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KOA Rellim USMC,b679byq,20,0,Lojak the Fissure,6111429,0,0,0,0,0,0,1420081,0,0,4690874,0,0,0,0,0,0,253,0,46,0,173,0,0,0
KOA Rellim USMC,b679byq,20,1,Jukk the Overseer,6885196,0,0,0,0,0,0,0,0,3266736,2096843,0,1521615,0,0,0,0,0,0,0,0,0,0,0,0
KOA Rellim USMC,b679byq,20,2,Jukk the Overseer,6915237,0,0,0,0,0,0,0,0,3806737,1589880,1518619,0,0,0,0,0,0,0,0,0,0,0,0,0
KOA Rellim USMC,b679byq,20,3,Mohaca the Gale,6841535,0,92882,0,0,0,690231,403743,382940,3313985,0,0,1709646,247694,0,0,0,368,0,43,0,0,0,0,0
KOA Rellim USMC,b679byq,20,4,Jukk the Overseer,7107960,0,0,0,0,0,1534746,0,0,4073005,1500208,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GetOn,5x9gw,24,0,Lojak the Fissure,11135701,1385230,1392281,5515,0,2663227,0,1528162,0,0,2905154,212,0,0,0,0,1255918,0,0,0,0,0,0,0,0
GetOn,5x9gw,24,1,Jukk the Overseer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GetOn,5x9gw,24,2,Jukk the Overseer,9830540,0,0,736441,0,696363,0,0,0,2223278,3373738,70410,0,0,2730285,0,0,0,0,0,21,0,0,0,0
GetOn,5x9gw,24,3,Mohaca the Gale,7471368,1497661,0,94110,0,11127,0,1496132,0,0,0,0,0,0,0,0,4372337,0,0,0,0,0,0,0,0
GetOn,5x9gw,24,4,Jukk the Overseer,5324378,0,0,0,0,0,0,0,0,0,3705661,0,0,210284,1407558,0,0,169,0,42,21,640,0,0,0
•KoA•|Weiss,n95rgm,20,0,Lojak the Fissure,6409912,2549777,2652678,1054884,226,152120,226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
•KoA•|Weiss,n95rgm,20,1,Jukk the Overseer,12118913,0,3258856,0,0,239447,0,0,0,2033393,3699626,1438844,1448632,0,0,0,0,113,0,0,0,0,0,0,0
•KoA•|Weiss,n95rgm,20,2,Jukk the Overseer,1815724,1815724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
•KoA•|Weiss,n95rgm,20,3,Mohaca the Gale,8324972,0,3805,0,0,0,0,338904,0,0,0,0,0,331892,0,2024734,5625456,0,0,134,0,0,45,0,0
•KoA•|Weiss,n95rgm,20,4,Jukk the Overseer,4790705,1926241,1617618,933485,0,313360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
•KoA•LlamaMaster,7qmmxdb,20,0,Lojak the Fissure,6528688,0,0,0,0,0,0,3038245,0,0,1509663,0,0,0,0,0,1980693,0,0,0,0,86,0,0,0
•KoA•LlamaMaster,7qmmxdb,20,1,Jukk the Overseer,6465432,0,0,0,0,1472896,1439594,0,0,2086027,1465694,0,460,0,0,0,0,0,0,759,0,0,0,0,0
•KoA•LlamaMaster,7qmmxdb,20,2,Jukk the Overseer,6570451,0,0,0,0,2646697,372364,0,0,2074936,1468944,230,819,6329,0,0,0,0,0,0,129,0,0,0,0
•KoA•LlamaMaster,7qmmxdb,20,3,Mohaca the Gale,6612468,0,0,0,2257466,0,744861,0,0,3610141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
•KoA•LlamaMaster,7qmmxdb,20,4,Jukk the Overseer,6647101,1536012,0,1277665,0,126049,0,0,0,3689691,0,17683,0,0,0,0,0,0,0,0,0,0,0,0,0
coriolanus,7qkyy2,20,0,Lojak the Fissure,6004982,0,3252644,0,0,0,0,17748,1409678,0,0,0,0,1324224,0,0,0,371,0,315,0,0,0,0,0
coriolanus,7qkyy2,20,1,Jukk the Overseer,6565395,1489653,3596263,0,0,1460955,0,0,0,0,0,18523,0,0,0,0,0,0,0,0,0,0,0,0,0
coriolanus,7qkyy2,20,2,Jukk the Overseer,6590974,0,3696676,1453558,0,0,0,0,0,1440739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
coriolanus,7qkyy2,20,3,Mohaca the Gale,6226185,0,180,0,0,0,4500,0,3117718,1418311,0,0,4260,1679091,0,0,0,0,0,2122,0,0,0,0,0
coriolanus,7qkyy2,20,4,Jukk the Overseer,6461951,0,3538116,0,1439033,0,0,0,0,1484802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KoA|Cookdem,wdexpe,24,0,Lojak the Fissure,4526172,0,1371466,0,0,0,0,173033,1288524,0,0,0,428483,1257739,0,0,0,267,0,5195,133,1327,0,0,0
KoA|Cookdem,wdexpe,24,1,Jukk the Overseer,5226056,0,0,0,0,0,1187531,0,0,1340397,1463419,0,20301,1212845,0,0,0,0,0,1561,0,0,0,0,0
KoA|Cookdem,wdexpe,24,2,Jukk the Overseer,5686207,0,0,0,0,2745525,0,0,0,1357550,1508916,74214,0,0,0,0,0,0,0,0,0,0,0,0,0
KoA|Cookdem,wdexpe,24,3,Mohaca the Gale,4953023,0,0,0,2626453,713845,0,0,0,1348568,0,0,0,261035,0,0,0,0,0,3122,0,0,0,0,0
KoA|Cookdem,wdexpe,24,4,Jukk the Overseer,11443863,0,0,0,0,0,2763287,0,1590,0,2731032,0,5947284,0,0,0,0,669,0,0,0,0,0,0,0
John H,537k96,20,0,Lojak the Fissure,5990350,3263258,1269719,0,227,0,227,0,1456918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
John H,537k96,20,1,Jukk the Overseer,6456136,1497216,3431559,0,1296578,0,230782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
John H,537k96,20,2,Jukk the Overseer,12424374,1686745,2967665,227,1200585,0,407623,0,227,0,3194181,0,0,2967005,0,0,0,68,0,22,22,0,0,0,0
John H,537k96,20,3,Mohaca the Gale,6379957,0,0,0,0,0,0,3336052,0,0,0,0,0,1464997,0,0,1578908,0,0,0,0,0,0,0,0
John H,537k96,20,4,Jukk the Overseer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
♤KOA♤heaven's,3wb235w,20,0,Lojak the Fissure,6228626,0,778688,0,0,0,0,1907271,1315129,0,2227537,0,0,0,0,0,0,0,0,0,0,0,0,0,0
♤KOA♤heaven's,3wb235w,20,1,Jukk the Overseer,6037583,3123028,1579515,877970,0,457067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
♤KOA♤heaven's,3wb235w,20,2,Jukk the Overseer,12671999,3628092,1549352,929250,0,327532,60105,75876,125270,0,2905164,2813502,0,257851,0,0,0,0,0,0,0,0,0,0,0
♤KOA♤heaven's,3wb235w,20,3,Mohaca the Gale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
♤KOA♤heaven's,3wb235w,20,4,Jukk the Overseer,6234450,0,1547816,0,72183,900745,33623,59564,50759,3286995,0,282761,0,0,0,0,0,0,0,0,0,0,0,0,0
Kirito,7qn995k,20,0,Lojak the Fissure,12082638,0,0,0,0,0,458,1583576,0,0,6247085,0,0,0,0,1330184,2921310,22,0,0,0,0,0,0,0
Kirito,7qn995k,20,1,Jukk the Overseer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kirito,7qn995k,20,2,Jukk the Overseer,6306168,0,1509902,1570677,0,0,0,0,0,1713954,0,0,1511634,0,0,0,0,0,0,0,0,0,0,0,0
Kirito,7qn995k,20,3,Mohaca the Gale,6251292,0,0,0,0,1395590,0,0,0,4855702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kirito,7qn995k,20,4,Jukk the Overseer,6332192,0,1486219,0,0,0,0,0,0,1721110,0,3124861,0,0,0,0,0,0,0,0,0,0,0,0,0
Black Angel,n43b77r,24,0,Lojak the Fissure,7658624,0,2711295,0,0,0,0,0,0,1268551,1188434,0,0,1235928,0,1253445,0,0,0,969,0,0,0,0,0
Black Angel,n43b77r,24,1,Jukk the Overseer,2517743,0,0,0,0,0,0,0,0,1290089,1227654,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Black Angel,n43b77r,24,2,Jukk the Overseer,7303998,0,0,0,0,0,0,0,0,2531902,1106965,1341743,0,2323239,0,0,0,0,0,147,0,0,0,0,0
Black Angel,n43b77r,24,3,Mohaca the Gale,2662540,0,0,0,556547,0,779995,0,0,1320425,0,0,5571,0,0,0,0,0,0,0,0,0,0,0,0
Black Angel,n43b77r,24,4,Jukk the Overseer,10598997,0,2795601,0,0,0,1411228,0,0,1266996,2585413,1274623,1265070,0,0,0,0,0,0,0,63,0,0,0,0
Ozzo,xnbwqdq,20,0,Lojak the Fissure,10694099,0,1449315,0,0,0,0,0,0,3126310,3121082,0,1185575,0,0,0,1811632,183,0,0,0,0,0,0,0
Ozzo,xnbwqdq,20,1,Jukk the Overseer,1196613,45088,0,0,1151524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ozzo,xnbwqdq,20,2,Jukk the Overseer,6239076,0,3471610,0,0,0,0,0,0,1492080,0,0,1275385,0,0,0,0,0,0,0,0,0,0,0,0
Ozzo,xnbwqdq,20,3,Mohaca the Gale,6119711,0,0,0,0,0,1225014,0,0,3557713,0,0,0,1336983,0,0,0,0,0,0,0,0,0,0,0
Ozzo,xnbwqdq,20,4,Jukk the Overseer,6323281,0,1402127,0,0,0,0,0,0,3525443,0,1395710,0,0,0,0,0,0,0,0,0,0,0,0,0
L'Hopital,w33xmxn,24,0,Lojak the Fissure,5097158,1136095,1288877,1615089,0,1057095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L'Hopital,w33xmxn,24,1,Jukk the Overseer,5173971,0,0,0,0,0,7665,0,0,1122984,2306231,0,1737090,0,0,0,0,0,0,0,0,0,0,0,0
L'Hopital,w33xmxn,24,2,Jukk the Overseer,9945861,1127023,2296161,0,1470946,0,31370,0,0,0,2383835,0,170400,417926,2047487,0,0,0,0,0,199,510,0,0,0
L'Hopital,w33xmxn,24,3,Mohaca the Gale,5350261,0,0,0,0,0,0,1143661,0,0,0,0,0,1872366,0,0,2334173,0,0,59,0,0,0,0,0
L'Hopital,w33xmxn,24,4,Jukk the Overseer,4664502,0,0,0,0,0,0,0,0,0,1125306,0,0,210285,3328532,0,0,0,0,0,19,358,0,0,0
DDD516,6egnpn,20,0,Lojak the Fissure,5927520,0,222,0,0,0,0,0,0,3091263,1413284,0,1422417,0,0,0,0,333,0,0,0,0,0,0,0
DDD516,6egnpn,20,1,Jukk the Overseer,6033354,0,42522,0,0,0,0,0,0,3105594,1400760,1484477,0,0,0,0,0,0,0,0,0,0,0,0,0
DDD516,6egnpn,20,2,Jukk the Overseer,5952334,0,444,0,0,0,0,0,0,3118092,1384842,0,1448956,0,0,0,0,0,0,0,0,0,0,0,0
DDD516,6egnpn,20,3,Mohaca the Gale,5747724,0,710,0,0,0,0,0,0,3157122,0,0,0,0,0,0,2589891,0,0,0,0,0,0,0,0
DDD516,6egnpn,20,4,Jukk the Overseer,6501748,1457075,1352246,0,0,0,0,0,0,2226994,0,0,1465342,0,0,0,0,88,0,0,0,0,0,0,0
Amt,6rpw5gy,20,0,Lojak the Fissure,5760011,2110069,372095,0,25164,1018920,38917,33624,48234,0,0,2112984,0,0,0,0,0,0,0,0,0,0,0,0,0
Amt,6rpw5gy,20,1,Jukk the Overseer,5778789,3421579,503519,40311,19969,612105,43100,43097,30247,0,0,1064858,0,0,0,0,0,0,0,0,0,0,0,0,0
Amt,6rpw5gy,20,2,Jukk the Overseer,6040630,0,0,0,0,20771,1095024,20981,10490,2040261,510113,35120,2307865,0,0,0,0,0,0,0,0,0,0,0,0
Amt,6rpw5gy,20,3,Mohaca the Gale,6315928,2506574,43121,410121,57812,872583,46532,63452,62324,0,0,2253405,0,0,0,0,0,0,0,0,0,0,0,0,0
Amt,6rpw5gy,20,4,Jukk the Overseer,6097602,473618,515958,2494656,44171,947833,44757,48454,43100,1485050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Noxuslyux,pk6eg83,20,0,Lojak the Fissure,5289835,0,1415239,0,0,0,0,0,1389863,0,0,0,0,0,0,0,2484732,0,0,0,0,0,0,0,0
Noxuslyux,pk6eg83,20,1,Jukk the Overseer,6149645,0,1490490,0,1629209,26384,0,0,0,1322886,0,1680674,0,0,0,0,0,0,0,0,0,0,0,0,0
Noxuslyux,pk6eg83,20,2,Jukk the Overseer,10799229,0,1437714,0,0,0,0,0,0,1458751,1435686,546615,3387435,2529124,0,0,0,0,0,3901,0,0,0,0,0
Noxuslyux,pk6eg83,20,3,Mohaca the Gale,1403705,1403705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Noxuslyux,pk6eg83,20,4,Jukk the Overseer,6152101,0,1540905,0,0,149489,0,0,0,1501594,0,2301521,0,658589,0,0,0,0,0,0,0,0,0,0,0
Crooked Ninja,wekxx8,20,0,Lojak the Fissure,11900810,0,50897,0,0,0,64368,73532,73038,2312364,2440181,0,3175604,61687,0,3649047,0,87,0,0,0,0,0,0,0
Crooked Ninja,wekxx8,20,1,Jukk the Overseer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Crooked Ninja,wekxx8,20,2,Jukk the Overseer,5944697,1724655,950123,0,3269918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Crooked Ninja,wekxx8,20,3,Mohaca the Gale,5790437,0,0,0,0,0,0,1268157,0,0,0,0,1403926,0,2030881,0,1081163,0,0,0,6307,0,0,0,0
Crooked Ninja,wekxx8,20,4,Jukk the Overseer,6067050,0,1163751,0,214,328076,0,0,0,1569820,0,3005187,0,0,0,0,0,0,0,0,0,0,0,0,0
xsavolx,xdqrreg,20,0,Lojak the Fissure,5804819,0,0,0,0,0,0,1271507,0,0,1402170,0,0,0,0,0,3130948,192,0,0,0,0,0,0,0
xsavolx,xdqrreg,20,1,Jukk the Overseer,6184291,0,0,0,0,0,1509498,0,0,1436597,1689123,0,4938,1544134,0,0,0,0,0,0,0,0,0,0,0
xsavolx,xdqrreg,20,2,Jukk the Overseer,6088470,1368588,1801987,2917894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
xsavolx,xdqrreg,20,3,Mohaca the Gale,6092114,1414894,0,0,0,1480901,0,0,0,0,0,3196319,0,0,0,0,0,0,0,0,0,0,0,0,0
xsavolx,xdqrreg,20,4,Jukk the Overseer,5503104,1437991,0,1066220,0,1384826,0,0,0,0,0,0,0,1614021,0,0,0,0,0,42,0,0,0,0,0
Noszz,rkn8pgw,20,0,Lojak the Fissure,5848317,0,1410616,0,0,0,0,0,0,2920774,0,0,0,1516022,0,0,0,0,0,903,0,0,0,0,0
Noszz,rkn8pgw,20,1,Jukk the Overseer,5923016,154115,1423989,0,0,0,0,0,0,2866601,0,1478308,0,0,0,0,0,0,0,0,0,0,0,0,0
Noszz,rkn8pgw,20,2,Jukk the Overseer,7177945,1555,1454145,0,0,0,46836,0,0,3058336,0,420556,1319661,876854,0,0,0,0,0,0,0,0,0,0,0
Noszz,rkn8pgw,20,3,Mohaca the Gale,4313703,3481149,16222,314177,327078,77414,97660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Noszz,rkn8pgw,20,4,Jukk the Overseer,6032195,3169312,1438859,192040,0,1231982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KoA•TunaBox,rymq88,20,0,Lojak the Fissure,5938619,0,3962867,0,0,0,0,0,536562,1439189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KoA•TunaBox,rymq88,20,1,Jukk the Overseer,9344842,0,0,0,1170221,0,21662,0,0,1348938,5357958,0,0,0,1445427,0,0,0,439,0,195,0,0,0,0
KoA•TunaBox,rymq88,20,2,Jukk the Overseer,2263688,0,0,0,0,1206119,0,0,0,221813,832296,3241,0,0,0,0,0,217,0,0,0,0,0,0,0
KoA•TunaBox,rymq88,20,3,Mohaca the Gale,5655834,0,0,0,0,1546940,0,0,1185093,1418163,0,0,897629,0,607986,0,0,0,0,21,0,0,0,0,0
KoA•TunaBox,rymq88,20,4,Jukk the Overseer,5976650,1211932,3401781,0,0,0,0,0,0,1362936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Melora,x998923,20,0,Lojak the Fissure,5561823,0,1123702,0,0,0,2045,0,1581520,2828758,0,0,25249,0,0,0,0,0,0,547,0,0,0,0,0
Melora,x998923,20,1,Jukk the Overseer,5949378,3386944,842633,968065,71259,679892,582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Melora,x998923,20,2,Jukk the Overseer,5980662,2530668,622100,1036403,0,451974,4335,0,0,1325942,0,0,9236,0,0,0,0,0,0,0,0,0,0,0,0
Melora,x998923,20,3,Mohaca the Gale,5691673,1206793,6606,0,645,0,2991,0,4474637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Melora,x998923,20,4,Jukk the Overseer,5995578,0,1110300,998171,35485,567391,4335,0,0,3279892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ducati 916,wk7d7e,20,0,Lojak the Fissure,10087082,0,0,0,0,0,0,1384103,0,0,7351691,0,0,0,0,1351195,0,92,0,0,0,0,0,0,0
Ducati 916,wk7d7e,20,1,Jukk the Overseer,1500567,1500567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ducati 916,wk7d7e,20,2,Jukk the Overseer,5816098,0,0,0,0,0,1351519,0,0,0,3179903,1284497,0,0,0,0,0,135,0,0,42,0,0,0,0
Ducati 916,wk7d7e,20,3,Mohaca the Gale,5978986,0,0,0,0,0,0,1583411,0,0,0,0,0,0,1108105,0,3287424,0,0,0,45,0,0,0,0
Ducati 916,wk7d7e,20,4,Jukk the Overseer,5743477,0,0,0,1344166,0,450,0,0,1509868,2888992,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HakanUnalan,6w3rr79,20,0,Lojak the Fissure,5692572,0,0,0,0,0,0,0,0,0,4346693,0,0,0,0,0,1345796,82,0,0,0,0,0,0,0
HakanUnalan,6w3rr79,20,1,Jukk the Overseer,5740650,0,3014173,0,0,0,0,0,0,1387665,0,1338811,0,0,0,0,0,0,0,0,0,0,0,0,0
HakanUnalan,6w3rr79,20,2,Jukk the Overseer,5967901,1499301,3106452,0,1362146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HakanUnalan,6w3rr79,20,3,Mohaca the Gale,11336059,1690184,0,0,0,0,0,0,0,0,0,4196942,0,0,0,5448932,0,0,0,0,0,0,0,0,0
HakanUnalan,6w3rr79,20,4,Jukk the Overseer,302063,302063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Titan Slayer,3qkrpm4,20,0,Lojak the Fissure,5626535,2953301,1353448,0,0,0,0,0,0,0,0,1319784,0,0,0,0,0,0,0,0,0,0,0,0,0
Titan Slayer,3qkrpm4,20,1,Jukk the Overseer,11631713,0,0,0,0,0,2635009,0,0,3047983,5849259,0,1199,0,98087,0,0,174,0,0,0,0,0,0,0
Titan Slayer,3qkrpm4,20,2,Jukk the Overseer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Titan Slayer,3qkrpm4,20,3,Mohaca the Gale,11720645,0,0,0,0,0,713648,1366811,1983841,0,0,0,2260369,0,571627,1935700,2888645,0,0,0,0,0,0,0,0
Titan Slayer,3qkrpm4,20,4,Jukk the Overseer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
celt,kb2g762,20,0,Lojak the Fissure,5864694,1398162,3069973,551394,0,845164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
celt,kb2g762,20,1,Jukk the Overseer,11438466,1474184,2973984,884485,0,700755,0,0,0,0,1380477,0,0,0,4021559,0,0,0,80,0,2938,0,0,0,0
